"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2016,"NJ-02",147574,162348,309922,47.62,52.38,6.98,183132,194216,377348,48.53,51.47,7.48000000000001
2016,"NJ-03",165089,187822,352911,46.78,53.22,8.66,217241,218141,435382,49.9,50.1,4.74000000000001
2016,"NJ-04",146178,198860,345038,42.37,57.63,17.48,191254,236910,428164,44.67,55.33,15.2
2016,"NJ-05",173992,178062,352054,49.42,50.58,3.38000000000001,224937,202387,427324,52.64,47.36,-0.739999999999995
2016,"NJ-06",162725,117491,280216,58.07,41.93,-13.92,191409,138826,330235,57.96,42.04,-11.38
2016,"NJ-07",180496,176375,356871,50.58,49.42,1.05999999999999,239031,195215,434246,55.05,44.95,-5.55999999999999
2016,"NJ-08",174553,49637,224190,77.86,22.14,-53.5,183392,69439,252831,72.54,27.46,-40.54
2016,"NJ-09",177670,91505,269175,66.01,33.99,-29.8,199706,118180,317886,62.82,37.18,-21.1
2016,"NJ-10",233386,35005,268391,86.96,13.04,-71.7,254910,45415,300325,84.88,15.12,-65.22
2016,"NJ-11",182322,185685,368007,49.54,50.46,3.14000000000001,237700,207904,445604,53.34,46.66,-2.13999999999999
2016,"NJ-12",204693,100146,304839,67.15,32.85,-32.08,243161,113687,356848,68.14,31.86,-31.74
2018,"NJ-01",199188,118814,318002,62.64,37.36,-23.06,241996,142738,384734,62.9,37.1,-21.26
2018,"NJ-02",147574,162348,309922,47.62,52.38,6.98,183132,194216,377348,48.53,51.47,7.48000000000001
2018,"NJ-03",165089,187822,352911,46.78,53.22,8.66,217241,218141,435382,49.9,50.1,4.74000000000001
2018,"NJ-04",146178,198860,345038,42.37,57.63,17.48,191254,236910,428164,44.67,55.33,15.2
2018,"NJ-05",173992,178062,352054,49.42,50.58,3.38000000000001,224937,202387,427324,52.64,47.36,-0.739999999999995
2018,"NJ-06",162725,117491,280216,58.07,41.93,-13.92,191409,138826,330235,57.96,42.04,-11.38
2018,"NJ-07",180491,176369,356860,50.58,49.42,1.05999999999999,239024,195209,434233,55.05,44.95,-5.55999999999999
2018,"NJ-08",174553,49637,224190,77.86,22.14,-53.5,183392,69439,252831,72.54,27.46,-40.54
2018,"NJ-09",177670,91505,269175,66.01,33.99,-29.8,199706,118180,317886,62.82,37.18,-21.1
2018,"NJ-10",233386,35005,268391,86.96,13.04,-71.7,254910,45415,300325,84.88,15.12,-65.22
2018,"NJ-11",182325,185687,368012,49.54,50.46,3.14000000000001,237704,207906,445610,53.34,46.66,-2.13999999999999
2018,"NJ-12",204695,100150,304845,67.15,32.85,-32.08,243164,113691,356855,68.14,31.86,-31.74
2020,"NJ-01",199188,118814,318002,62.64,37.36,-23.06,241996,142738,384734,62.9,37.1,-21.26
2020,"NJ-02",147574,162348,309922,47.62,52.38,6.98,183132,194216,377348,48.53,51.47,7.48000000000001
2020,"NJ-03",165089,187822,352911,46.78,53.22,8.66,217241,218141,435382,49.9,50.1,4.74000000000001
2020,"NJ-04",146178,198860,345038,42.37,57.63,17.48,191254,236910,428164,44.67,55.33,15.2
2020,"NJ-05",173992,178062,352054,49.42,50.58,3.38000000000001,224937,202387,427324,52.64,47.36,-0.739999999999995
2020,"NJ-06",162725,117491,280216,58.07,41.93,-13.92,191409,138826,330235,57.96,42.04,-11.38
2020,"NJ-07",180491,176369,356860,50.58,49.42,1.05999999999999,239024,195209,434233,55.05,44.95,-5.55999999999999
2020,"NJ-08",174557,49639,224196,77.86,22.14,-53.5,183396,69441,252837,72.54,27.46,-40.54
2020,"NJ-09",177674,91508,269182,66.01,33.99,-29.8,199711,118184,317895,62.82,37.18,-21.1
2020,"NJ-10",233382,35003,268385,86.96,13.04,-71.7,254906,45413,300319,84.88,15.12,-65.22
2020,"NJ-11",182321,185684,368005,49.54,50.46,3.14000000000001,237699,207902,445601,53.34,46.66,-2.13999999999999
2020,"NJ-12",204695,100150,304845,67.15,32.85,-32.08,243164,113691,356855,68.14,31.86,-31.74
2022,"NJ-01",203379,124404,327783,62.05,37.95,-21.88,247622,149428,397050,62.37,37.63,-20.2
2022,"NJ-02",153459,177876,331335,46.32,53.68,9.58000000000001,192148,212916,405064,47.44,52.56,9.66
2022,"NJ-03",195397,160362,355759,54.92,45.08,-7.62,248204,186022,434226,57.16,42.84,-9.77999999999999
2022,"NJ-04",120273,217798,338071,35.58,64.42,31.06,163489,259764,423253,38.63,61.37,27.28
2022,"NJ-05",190401,162316,352717,53.98,46.02,-5.73999999999999,240324,186712,427036,56.28,43.72,-8.01999999999999
2022,"NJ-06",167934,112687,280621,59.84,40.16,-17.46,197347,131518,328865,60.01,39.99,-15.48
2022,"NJ-07",175684,197565,373249,47.07,52.93,8.08,236261,219141,455402,51.88,48.12,0.780000000000008
2022,"NJ-08",165689,46845,212534,77.96,22.04,-53.7,174742,65656,240398,72.69,27.31,-40.84
2022,"NJ-09",164406,99326,263732,62.34,37.66,-22.46,185129,125389,310518,59.62,40.38,-14.7
2022,"NJ-10",215242,42996,258238,83.35,16.65,-64.48,234120,53277,287397,81.46,18.54,-58.38
2022,"NJ-11",198637,158842,357479,55.57,44.43,-8.92,252599,178962,431561,58.53,41.47,-12.52
2022,"NJ-12",197359,100730,298089,66.21,33.79,-30.2,235882,114267,350149,67.37,32.63,-30.2
2008,"NM-01",149394,103252,252646,59.13,40.87,-16.04,200425,126830,327255,61.24,38.76,-17.94
2008,"NM-02",90770,112211,202981,44.72,55.28,12.78,112874,142289,255163,44.24,55.76,16.06
2008,"NM-03",145070,104204,249274,58.2,41.8,-14.18,188311,132774,321085,58.65,41.35,-12.76
2010,"NM-01",149394,103252,252646,59.13,40.87,-16.04,200425,126830,327255,61.24,38.76,-17.94
2010,"NM-02",90770,112211,202981,44.72,55.28,12.78,112874,142289,255163,44.24,55.76,16.06
2010,"NM-03",145070,104204,249274,58.2,41.8,-14.18,188311,132774,321085,58.65,41.35,-12.76
2012,"NM-01",147238,100120,247358,59.52,40.48,-16.82,197289,122685,319974,61.66,38.34,-18.78
2012,"NM-02",93365,117218,210583,44.34,55.66,13.54,116535,148611,265146,43.95,56.05,16.64
2012,"NM-03",144631,102329,246960,58.56,41.44,-14.9,187786,130597,318383,58.98,41.02,-13.42
2014,"NM-01",147238,100120,247358,59.52,40.48,-16.82,197289,122685,319974,61.66,38.34,-18.78
2014,"NM-02",93365,117218,210583,44.34,55.66,13.54,116535,148611,265146,43.95,56.05,16.64
2014,"NM-03",144631,102329,246960,58.56,41.44,-14.9,187786,130597,318383,58.98,41.02,-13.42
2016,"NM-01",147243,100127,247370,59.52,40.48,-16.82,197314,122702,320016,61.66,38.34,-18.78
2016,"NM-02",93362,117217,210579,44.34,55.66,13.54,116538,148612,265150,43.95,56.05,16.64
2016,"NM-03",144626,102322,246948,58.57,41.43,-14.92,187762,130580,318342,58.98,41.02,-13.42
2018,"NM-01",147224,100109,247333,59.52,40.48,-16.82,197301,122690,319991,61.66,38.34,-18.78
2018,"NM-02",93362,117217,210579,44.34,55.66,13.54,116538,148612,265150,43.95,56.05,16.64
2018,"NM-03",144645,102340,246985,58.56,41.44,-14.9,187775,130592,318367,58.98,41.02,-13.42
2020,"NM-01",147224,100109,247333,59.52,40.48,-16.82,197301,122690,319991,61.66,38.34,-18.78
2020,"NM-02",93362,117217,210579,44.34,55.66,13.54,116538,148612,265150,43.95,56.05,16.64
2020,"NM-03",144645,102340,246985,58.56,41.44,-14.9,187775,130592,318367,58.98,41.02,-13.42
2022,"NM-01",146499,121881,268380,54.59,45.41,-6.96,200279,148511,348790,57.42,42.58,-10.3
2022,"NM-02",107645,94376,202021,53.28,46.72,-4.34000000000001,138367,123161,261528,52.91,47.09,-1.28
2022,"NM-03",131087,103408,234495,55.9,44.1,-9.58000000000001,162968,130222,293190,55.58,44.42,-6.61999999999999
2008,"NY-01",139850,179689,319539,43.77,56.23,14.68,180123,195085,375208,48.01,51.99,8.52
2008,"NY-02",152625,137689,290314,52.57,47.43,-2.91999999999999,185523,149543,335066,55.37,44.63,-6.2
2008,"NY-03",133097,178595,311692,42.7,57.3,16.82,167138,196749,363887,45.93,54.07,12.68
2008,"NY-04",172630,119437,292067,59.11,40.89,-16,200190,134123,334313,59.88,40.12,-15.22
2008,"NY-05",133044,69441,202485,65.71,34.29,-29.2,147934,90457,238391,62.06,37.94,-19.58
2008,"NY-06",188454,22354,210808,89.4,10.6,-76.58,203604,34514,238118,85.51,14.49,-66.48
2008,"NY-07",160397,34546,194943,82.28,17.72,-62.34,170137,51000,221137,76.94,23.06,-49.34
2008,"NY-08",190124,54323,244447,77.78,22.22,-53.34,201845,73473,275318,73.31,26.69,-42.08
2008,"NY-09",118780,86078,204858,57.98,42.02,-13.74,132974,114660,247634,53.7,46.3,-2.85999999999999
2008,"NY-10",213849,15758,229607,93.14,6.86,-84.06,232051,29800,261851,88.62,11.38,-72.7
2008,"NY-11",212059,18222,230281,92.09,7.91,-81.96,232901,26313,259214,89.85,10.15,-75.16
2008,"NY-12",176904,20877,197781,89.44,10.56,-76.66,194847,35084,229931,84.74,15.26,-64.94
2008,"NY-13",105574,127366,232940,45.32,54.68,11.58,129509,154664,284173,45.57,54.43,13.4
2008,"NY-14",220057,41573,261630,84.11,15.89,-66,241317,49991,291308,82.84,17.16,-61.14
2008,"NY-15",230724,13123,243847,94.62,5.38,-87.02,230905,24534,255439,90.4,9.6,-76.26
2008,"NY-16",168153,8462,176615,95.21,4.79,-88.2,160662,25143,185805,86.47,13.53,-68.4
2008,"NY-17",176952,61203,238155,74.3,25.7,-46.38,186375,79928,266303,69.99,30.01,-35.44
2008,"NY-18",195469,98852,294321,66.41,33.59,-30.6,223902,107876,331778,67.49,32.51,-30.44
2008,"NY-19",148234,158859,307093,48.27,51.73,5.67999999999999,185828,174432,360260,51.58,48.42,1.38
2008,"NY-20",139833,165344,305177,45.82,54.18,10.58,186314,183444,369758,50.39,49.61,3.76000000000001
2008,"NY-21",153521,121248,274769,55.87,44.13,-9.52,187240,130917,318157,58.85,41.15,-13.16
2008,"NY-22",143487,117650,261137,54.95,45.05,-7.67999999999999,176702,126637,303339,58.25,41.75,-11.96
2008,"NY-23",95649,137452,233101,41.03,58.97,20.16,118048,160977,279025,42.31,57.69,19.92
2008,"NY-24",108197,141755,249952,43.29,56.71,15.64,132714,158152,290866,45.63,54.37,13.28
2008,"NY-25",153566,135495,289061,53.13,46.87,-4.04000000000001,192213,148491,340704,56.42,43.58,-8.29999999999999
2008,"NY-26",121736,178470,300206,40.55,59.45,21.12,157420,191412,348832,45.13,54.87,14.28
2008,"NY-27",123641,138393,262034,47.19,52.81,7.84,154645,148174,302819,51.07,48.93,2.4
2008,"NY-28",155832,79576,235408,66.2,33.8,-30.18,176297,83965,260262,67.74,32.26,-30.94
2008,"NY-29",123632,157648,281280,43.95,56.05,14.32,155462,172383,327845,47.42,52.58,9.70000000000001
2010,"NY-01",139850,179689,319539,43.77,56.23,14.68,180123,195085,375208,48.01,51.99,8.52
2010,"NY-02",152625,137689,290314,52.57,47.43,-2.91999999999999,185523,149543,335066,55.37,44.63,-6.2
2010,"NY-03",133097,178595,311692,42.7,57.3,16.82,167138,196749,363887,45.93,54.07,12.68
2010,"NY-04",172630,119437,292067,59.11,40.89,-16,200190,134123,334313,59.88,40.12,-15.22
2010,"NY-05",133044,69441,202485,65.71,34.29,-29.2,147934,90457,238391,62.06,37.94,-19.58
2010,"NY-06",188454,22354,210808,89.4,10.6,-76.58,203604,34514,238118,85.51,14.49,-66.48
2010,"NY-07",160397,34546,194943,82.28,17.72,-62.34,170137,51000,221137,76.94,23.06,-49.34
2010,"NY-08",190124,54323,244447,77.78,22.22,-53.34,201845,73473,275318,73.31,26.69,-42.08
2010,"NY-09",118780,86078,204858,57.98,42.02,-13.74,132974,114660,247634,53.7,46.3,-2.85999999999999
2010,"NY-10",213849,15758,229607,93.14,6.86,-84.06,232051,29800,261851,88.62,11.38,-72.7
2010,"NY-11",212059,18222,230281,92.09,7.91,-81.96,232901,26313,259214,89.85,10.15,-75.16
2010,"NY-12",176904,20877,197781,89.44,10.56,-76.66,194847,35084,229931,84.74,15.26,-64.94
2010,"NY-13",105574,127366,232940,45.32,54.68,11.58,129509,154664,284173,45.57,54.43,13.4
2010,"NY-14",220057,41573,261630,84.11,15.89,-66,241317,49991,291308,82.84,17.16,-61.14
2010,"NY-15",230724,13123,243847,94.62,5.38,-87.02,230905,24534,255439,90.4,9.6,-76.26
2010,"NY-16",168153,8462,176615,95.21,4.79,-88.2,160662,25143,185805,86.47,13.53,-68.4
2010,"NY-17",176952,61203,238155,74.3,25.7,-46.38,186375,79928,266303,69.99,30.01,-35.44
2010,"NY-18",195469,98852,294321,66.41,33.59,-30.6,223902,107876,331778,67.49,32.51,-30.44
2010,"NY-19",148234,158859,307093,48.27,51.73,5.67999999999999,185828,174432,360260,51.58,48.42,1.38
2010,"NY-20",139833,165344,305177,45.82,54.18,10.58,186314,183444,369758,50.39,49.61,3.76000000000001
2010,"NY-21",153521,121248,274769,55.87,44.13,-9.52,187240,130917,318157,58.85,41.15,-13.16
2010,"NY-22",143487,117650,261137,54.95,45.05,-7.67999999999999,176702,126637,303339,58.25,41.75,-11.96
2010,"NY-23",95649,137452,233101,41.03,58.97,20.16,118048,160977,279025,42.31,57.69,19.92
2010,"NY-24",108197,141755,249952,43.29,56.71,15.64,132714,158152,290866,45.63,54.37,13.28
2010,"NY-25",153566,135495,289061,53.13,46.87,-4.04000000000001,192213,148491,340704,56.42,43.58,-8.29999999999999
2010,"NY-26",121736,178470,300206,40.55,59.45,21.12,157420,191412,348832,45.13,54.87,14.28
2010,"NY-27",123641,138393,262034,47.19,52.81,7.84,154645,148174,302819,51.07,48.93,2.4
2010,"NY-28",155832,79576,235408,66.2,33.8,-30.18,176297,83965,260262,67.74,32.26,-30.94
2010,"NY-29",123632,157648,281280,43.95,56.05,14.32,155462,172383,327845,47.42,52.58,9.70000000000001
2012,"NY-01",141902,183232,325134,43.64,56.36,14.94,182794,198826,381620,47.9,52.1,8.74000000000001
2012,"NY-02",137683,165917,303600,45.35,54.65,11.52,168783,183213,351996,47.95,52.05,8.64000000000001
2012,"NY-03",178365,157001,335366,53.19,46.81,-4.16,216336,175145,391481,55.26,44.74,-5.97999999999999
2012,"NY-04",179788,147415,327203,54.95,45.05,-7.67999999999999,211630,165019,376649,56.19,43.81,-7.83999999999999
2012,"NY-05",211651,31324,242975,87.11,12.89,-72,229435,44496,273931,83.76,16.24,-62.98
2012,"NY-06",134885,66429,201314,67,33,-31.78,152650,92302,244952,62.32,37.68,-20.1
2012,"NY-07",177802,21220,199022,89.34,10.66,-76.46,190999,40395,231394,82.54,17.46,-60.54
2012,"NY-08",215694,34366,250060,86.26,13.74,-70.3,234957,46725,281682,83.41,16.59,-62.28
2012,"NY-09",211814,36593,248407,85.27,14.73,-68.32,232349,50863,283212,82.04,17.96,-59.54
2012,"NY-10",205119,49177,254296,80.66,19.34,-59.1,218171,65612,283783,76.88,23.12,-49.22
2012,"NY-11",108811,133233,242044,44.96,55.04,12.3,132368,163855,296223,44.69,55.31,15.16
2012,"NY-12",255514,41380,296894,86.06,13.94,-69.9,279860,49334,329194,85.01,14.99,-65.48
2012,"NY-13",232898,13728,246626,94.43,5.57,-86.64,233217,29520,262737,88.76,11.24,-72.98
2012,"NY-14",151570,38597,190167,79.7,20.3,-57.18,162149,57221,219370,73.92,26.08,-43.3
2012,"NY-15",179409,9368,188777,95.04,4.96,-87.86,171276,25850,197126,86.89,13.11,-69.24
2012,"NY-16",212562,63578,276140,76.98,23.02,-51.74,232685,73656,306341,75.96,24.04,-47.38
2012,"NY-17",186417,122313,308730,60.38,39.62,-18.54,212230,140296,352526,60.2,39.8,-15.86
2012,"NY-18",146163,152112,298275,49,51,4.22,184147,166413,350560,52.53,47.47,-0.519999999999996
2012,"NY-19",140553,162296,302849,46.41,53.59,9.4,183011,177607,360618,50.75,49.25,3.04000000000001
2012,"NY-20",175495,131655,307150,57.14,42.86,-12.06,217484,141717,359201,60.55,39.45,-16.56
2012,"NY-21",111612,150346,261958,42.61,57.39,17,141491,175208,316699,44.68,55.32,15.18
2012,"NY-22",114089,159011,273100,41.78,58.22,18.66,140083,177245,317328,44.14,55.86,16.26
2012,"NY-23",114801,157889,272690,42.1,57.9,18.02,138798,174989,313787,44.23,55.77,16.08
2012,"NY-24",151012,139741,290753,51.94,48.06,-1.66,186968,155194,342162,54.64,45.36,-4.73999999999999
2012,"NY-25",182901,128953,311854,58.65,41.35,-15.08,218508,137340,355848,61.4,38.6,-18.26
2012,"NY-26",175335,115560,290895,60.27,39.73,-18.32,209956,119412,329368,63.75,36.25,-22.96
2012,"NY-27",122234,207045,329279,37.12,62.88,27.98,162487,224469,386956,41.99,58.01,20.56
2014,"NY-01",141902,183232,325134,43.64,56.36,14.94,182794,198826,381620,47.9,52.1,8.74000000000001
2014,"NY-02",137683,165917,303600,45.35,54.65,11.52,168783,183213,351996,47.95,52.05,8.64000000000001
2014,"NY-03",178363,156998,335361,53.19,46.81,-4.16,216335,175150,391485,55.26,44.74,-5.97999999999999
2014,"NY-04",179779,147414,327193,54.95,45.05,-7.67999999999999,211624,165015,376639,56.19,43.81,-7.83999999999999
2014,"NY-05",211658,31336,242994,87.1,12.9,-71.98,229456,44514,273970,83.75,16.25,-62.96
2014,"NY-06",134947,66467,201414,67,33,-31.78,152695,92342,245037,62.32,37.68,-20.1
2014,"NY-07",177787,21220,199007,89.34,10.66,-76.46,190981,40396,231377,82.54,17.46,-60.54
2014,"NY-08",215669,34349,250018,86.26,13.74,-70.3,234945,46704,281649,83.42,16.58,-62.3
2014,"NY-09",211811,36594,248405,85.27,14.73,-68.32,232340,50865,283205,82.04,17.96,-59.54
2014,"NY-10",205100,49173,254273,80.66,19.34,-59.1,218154,65609,283763,76.88,23.12,-49.22
2014,"NY-11",108819,133236,242055,44.96,55.04,12.3,132378,163864,296242,44.69,55.31,15.16
2014,"NY-12",255542,41382,296924,86.06,13.94,-69.9,279883,49329,329212,85.02,14.98,-65.5
2014,"NY-13",232905,13728,246633,94.43,5.57,-86.64,233226,29523,262749,88.76,11.24,-72.98
2014,"NY-14",151549,38566,190115,79.71,20.29,-57.2,162130,57182,219312,73.93,26.07,-43.32
2014,"NY-15",179411,9369,188780,95.04,4.96,-87.86,171278,25849,197127,86.89,13.11,-69.24
2014,"NY-16",212541,63576,276117,76.97,23.03,-51.72,232659,73650,306309,75.96,24.04,-47.38
2014,"NY-17",186417,122313,308730,60.38,39.62,-18.54,212230,140296,352526,60.2,39.8,-15.86
2014,"NY-18",146163,152112,298275,49,51,4.22,184147,166413,350560,52.53,47.47,-0.519999999999996
2014,"NY-19",140553,162296,302849,46.41,53.59,9.4,183011,177607,360618,50.75,49.25,3.04000000000001
2014,"NY-20",175495,131655,307150,57.14,42.86,-12.06,217484,141717,359201,60.55,39.45,-16.56
2014,"NY-21",111612,150346,261958,42.61,57.39,17,141491,175208,316699,44.68,55.32,15.18
2014,"NY-22",114089,159011,273100,41.78,58.22,18.66,140083,177245,317328,44.14,55.86,16.26
2014,"NY-23",114801,157889,272690,42.1,57.9,18.02,138798,174989,313787,44.23,55.77,16.08
2014,"NY-24",151012,139741,290753,51.94,48.06,-1.66,186968,155194,342162,54.64,45.36,-4.73999999999999
2014,"NY-25",182901,128953,311854,58.65,41.35,-15.08,218508,137340,355848,61.4,38.6,-18.26
2014,"NY-26",175335,115560,290895,60.27,39.73,-18.32,209956,119412,329368,63.75,36.25,-22.96
2014,"NY-27",122234,207045,329279,37.12,62.88,27.98,162487,224469,386956,41.99,58.01,20.56
2016,"NY-01",141900,183227,325127,43.64,56.36,14.94,182791,198821,381612,47.9,52.1,8.74000000000001
2016,"NY-02",137685,165922,303607,45.35,54.65,11.52,168786,183218,352004,47.95,52.05,8.64000000000001
2016,"NY-03",178363,156998,335361,53.19,46.81,-4.16,216335,175150,391485,55.26,44.74,-5.97999999999999
2016,"NY-04",179779,147414,327193,54.95,45.05,-7.67999999999999,211624,165015,376639,56.19,43.81,-7.83999999999999
2016,"NY-05",211669,31340,243009,87.1,12.9,-71.98,229462,44515,273977,83.75,16.25,-62.96
2016,"NY-06",134936,66463,201399,67,33,-31.78,152689,92341,245030,62.31,37.69,-20.08
2016,"NY-07",177793,21220,199013,89.34,10.66,-76.46,190981,40396,231377,82.54,17.46,-60.54
2016,"NY-08",215663,34349,250012,86.26,13.74,-70.3,234945,46704,281649,83.42,16.58,-62.3
2016,"NY-09",211811,36594,248405,85.27,14.73,-68.32,232340,50865,283205,82.04,17.96,-59.54
2016,"NY-10",205100,49173,254273,80.66,19.34,-59.1,218154,65609,283763,76.88,23.12,-49.22
2016,"NY-11",108819,133236,242055,44.96,55.04,12.3,132378,163864,296242,44.69,55.31,15.16
2016,"NY-12",255542,41382,296924,86.06,13.94,-69.9,279883,49329,329212,85.02,14.98,-65.5
2016,"NY-13",232905,13728,246633,94.43,5.57,-86.64,233226,29523,262749,88.76,11.24,-72.98
2016,"NY-14",151549,38566,190115,79.71,20.29,-57.2,162130,57182,219312,73.93,26.07,-43.32
2016,"NY-15",179411,9369,188780,95.04,4.96,-87.86,171278,25849,197127,86.89,13.11,-69.24
2016,"NY-16",212541,63576,276117,76.97,23.03,-51.72,232659,73650,306309,75.96,24.04,-47.38
2016,"NY-17",186433,122330,308763,60.38,39.62,-18.54,212246,140311,352557,60.2,39.8,-15.86
2016,"NY-18",146169,152119,298288,49,51,4.22,184155,166421,350576,52.53,47.47,-0.519999999999996
2016,"NY-19",140553,162296,302849,46.41,53.59,9.4,183011,177607,360618,50.75,49.25,3.04000000000001
2016,"NY-20",175495,131655,307150,57.14,42.86,-12.06,217484,141717,359201,60.55,39.45,-16.56
2016,"NY-21",111612,150346,261958,42.61,57.39,17,141491,175208,316699,44.68,55.32,15.18
2016,"NY-22",114089,159011,273100,41.78,58.22,18.66,140083,177245,317328,44.14,55.86,16.26
2016,"NY-23",114801,157889,272690,42.1,57.9,18.02,138798,174989,313787,44.23,55.77,16.08
2016,"NY-24",151012,139741,290753,51.94,48.06,-1.66,186968,155194,342162,54.64,45.36,-4.73999999999999
2016,"NY-25",182901,128953,311854,58.65,41.35,-15.08,218508,137340,355848,61.4,38.6,-18.26
2016,"NY-26",175335,115560,290895,60.27,39.73,-18.32,209956,119412,329368,63.75,36.25,-22.96
2016,"NY-27",122234,207045,329279,37.12,62.88,27.98,162487,224469,386956,41.99,58.01,20.56
2018,"NY-01",141903,183233,325136,43.64,56.36,14.94,182795,198827,381622,47.9,52.1,8.74000000000001
2018,"NY-02",137687,165924,303611,45.35,54.65,11.52,168789,183221,352010,47.95,52.05,8.64000000000001
2018,"NY-03",178358,156990,335348,53.19,46.81,-4.16,216328,175141,391469,55.26,44.74,-5.97999999999999
2018,"NY-04",179777,147411,327188,54.95,45.05,-7.67999999999999,211621,165012,376633,56.19,43.81,-7.83999999999999
2018,"NY-05",211668,31342,243010,87.1,12.9,-71.98,229462,44517,273979,83.75,16.25,-62.96
2018,"NY-06",134936,66463,201399,67,33,-31.78,152689,92341,245030,62.31,37.69,-20.08
2018,"NY-07",177793,21220,199013,89.34,10.66,-76.46,190981,40396,231377,82.54,17.46,-60.54
2018,"NY-08",215665,34349,250014,86.26,13.74,-70.3,234946,46704,281650,83.42,16.58,-62.3
2018,"NY-09",211811,36594,248405,85.27,14.73,-68.32,232340,50865,283205,82.04,17.96,-59.54
2018,"NY-10",205096,49172,254268,80.66,19.34,-59.1,218149,65608,283757,76.88,23.12,-49.22
2018,"NY-11",108820,133237,242057,44.96,55.04,12.3,132380,163865,296245,44.69,55.31,15.16
2018,"NY-12",255546,41383,296929,86.06,13.94,-69.9,279888,49330,329218,85.02,14.98,-65.5
2018,"NY-13",232905,13728,246633,94.43,5.57,-86.64,233226,29523,262749,88.76,11.24,-72.98
2018,"NY-14",151549,38566,190115,79.71,20.29,-57.2,162130,57182,219312,73.93,26.07,-43.32
2018,"NY-15",179411,9369,188780,95.04,4.96,-87.86,171278,25849,197127,86.89,13.11,-69.24
2018,"NY-16",212541,63576,276117,76.97,23.03,-51.72,232659,73650,306309,75.96,24.04,-47.38
2018,"NY-17",186433,122330,308763,60.38,39.62,-18.54,212246,140311,352557,60.2,39.8,-15.86
2018,"NY-18",146169,152119,298288,49,51,4.22,184155,166421,350576,52.53,47.47,-0.519999999999996
2018,"NY-19",140553,162296,302849,46.41,53.59,9.4,183011,177607,360618,50.75,49.25,3.04000000000001
2018,"NY-20",175495,131655,307150,57.14,42.86,-12.06,217484,141717,359201,60.55,39.45,-16.56
2018,"NY-21",111612,150346,261958,42.61,57.39,17,141491,175208,316699,44.68,55.32,15.18
2018,"NY-22",114078,159001,273079,41.77,58.23,18.68,140068,177232,317300,44.14,55.86,16.26
2018,"NY-23",114812,157899,272711,42.1,57.9,18.02,138813,175002,313815,44.23,55.77,16.08
2018,"NY-24",151012,139741,290753,51.94,48.06,-1.66,186968,155194,342162,54.64,45.36,-4.73999999999999
2018,"NY-25",182901,128953,311854,58.65,41.35,-15.08,218508,137340,355848,61.4,38.6,-18.26
2018,"NY-26",175340,115569,290909,60.27,39.73,-18.32,209963,119421,329384,63.74,36.26,-22.94
2018,"NY-27",122229,207036,329265,37.12,62.88,27.98,162480,224460,386940,41.99,58.01,20.56
2020,"NY-01",141911,183249,325160,43.64,56.36,14.94,182805,198845,381650,47.9,52.1,8.74000000000001
2020,"NY-02",137682,165912,303594,45.35,54.65,11.52,168783,183207,351990,47.95,52.05,8.64000000000001
2020,"NY-03",178315,156947,335262,53.19,46.81,-4.16,216277,175097,391374,55.26,44.74,-5.97999999999999
2020,"NY-04",179781,147452,327233,54.94,45.06,-7.66,211637,165060,376697,56.18,43.82,-7.81999999999999
2020,"NY-05",211700,31337,243037,87.11,12.89,-72,229492,44509,274001,83.76,16.24,-62.98
2020,"NY-06",134936,66463,201399,67,33,-31.78,152689,92341,245030,62.31,37.69,-20.08
2020,"NY-07",177797,21220,199017,89.34,10.66,-76.46,190991,40399,231390,82.54,17.46,-60.54
2020,"NY-08",215665,34349,250014,86.26,13.74,-70.3,234946,46704,281650,83.42,16.58,-62.3
2020,"NY-09",211811,36594,248405,85.27,14.73,-68.32,232340,50865,283205,82.04,17.96,-59.54
2020,"NY-10",205092,49172,254264,80.66,19.34,-59.1,218138,65604,283742,76.88,23.12,-49.22
2020,"NY-11",108820,133237,242057,44.96,55.04,12.3,132381,163866,296247,44.69,55.31,15.16
2020,"NY-12",255546,41383,296929,86.06,13.94,-69.9,279888,49330,329218,85.02,14.98,-65.5
2020,"NY-13",232917,13729,246646,94.43,5.57,-86.64,233236,29525,262761,88.76,11.24,-72.98
2020,"NY-14",151533,38562,190095,79.71,20.29,-57.2,162118,57178,219296,73.93,26.07,-43.32
2020,"NY-15",179411,9369,188780,95.04,4.96,-87.86,171278,25849,197127,86.89,13.11,-69.24
2020,"NY-16",212572,63583,276155,76.98,23.02,-51.74,232691,73653,306344,75.96,24.04,-47.38
2020,"NY-17",186373,122304,308677,60.38,39.62,-18.54,212179,140286,352465,60.2,39.8,-15.86
2020,"NY-18",146191,152128,298319,49,51,4.22,184181,166432,350613,52.53,47.47,-0.519999999999996
2020,"NY-19",140563,162308,302871,46.41,53.59,9.4,183025,177619,360644,50.75,49.25,3.04000000000001
2020,"NY-20",175495,131655,307150,57.14,42.86,-12.06,217484,141717,359201,60.55,39.45,-16.56
2020,"NY-21",111612,150346,261958,42.61,57.39,17,141491,175208,316699,44.68,55.32,15.18
