"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2010,"TX-18",159385,41154,200539,79.48,20.52,-56.74,193704,60781,254485,76.12,23.88,-47.7
2010,"TX-19",53689,169769,223458,24.03,75.97,54.16,71617,200758,272375,26.29,73.71,51.96
2010,"TX-20",126312,54936,181248,69.69,30.31,-37.16,163770,73157,236927,69.12,30.88,-33.7
2010,"TX-21",170525,225145,395670,43.1,56.9,16.02,246075,279698,525773,46.8,53.2,10.94
2010,"TX-22",167902,187691,355593,47.22,52.78,7.78,239121,239026,478147,50.01,49.99,4.52000000000001
2010,"TX-23",151384,131452,282836,53.52,46.48,-4.82000000000001,204864,182379,387243,52.9,47.1,-1.26000000000001
2010,"TX-24",144160,139418,283578,50.84,49.16,0.539999999999999,206216,161549,367765,56.07,43.93,-7.59999999999999
2010,"TX-25",203338,124460,327798,62.03,37.97,-21.84,297136,160558,457694,64.92,35.08,-25.3
2010,"TX-26",147855,218217,366072,40.39,59.61,21.44,231092,276869,507961,45.49,54.51,13.56
2010,"TX-27",107860,84616,192476,56.04,43.96,-9.86,122868,118294,241162,50.95,49.05,2.64000000000001
2010,"TX-28",127287,96504,223791,56.88,43.12,-11.54,140546,154047,294593,47.71,52.29,9.12000000000001
2010,"TX-29",87804,32999,120803,72.68,27.32,-43.14,97315,50377,147692,65.89,34.11,-27.24
2010,"TX-30",171710,33993,205703,83.47,16.53,-64.72,210685,46031,256716,82.07,17.93,-59.6
2010,"TX-31",134247,193853,328100,40.92,59.08,20.38,216967,254162,471129,46.05,53.95,12.44
2010,"TX-32",114436,91592,206028,55.54,44.46,-8.86,154703,105406,260109,59.48,40.52,-14.42
2012,"TX-01",66389,189604,255993,25.93,74.07,50.36,83229,218700,301929,27.57,72.43,49.4
2012,"TX-02",119620,145501,265121,45.12,54.88,11.98,170369,174935,345304,49.34,50.66,5.86000000000001
2012,"TX-03",129384,174561,303945,42.57,57.43,17.08,209859,214359,424218,49.47,50.53,5.6
2012,"TX-04",60841,210584,271425,22.42,77.58,57.38,84675,258439,343114,24.68,75.32,55.18
2012,"TX-05",79769,145848,225617,35.36,64.64,31.5,107505,172398,279903,38.41,61.59,27.72
2012,"TX-06",115273,148944,264217,43.63,56.37,14.96,164749,175100,339849,48.48,51.52,7.58
2012,"TX-07",124758,121249,246007,50.71,49.29,0.799999999999997,170117,143238,313355,54.29,45.71,-4.04
2012,"TX-08",70549,214642,285191,24.74,75.26,52.74,109315,274266,383581,28.5,71.5,47.54
2012,"TX-09",151577,34463,186040,81.48,18.52,-60.74,178936,54958,233894,76.5,23.5,-48.46
2012,"TX-10",135964,164861,300825,45.2,54.8,11.82,203947,210713,414660,49.18,50.82,6.18000000000001
2012,"TX-11",47470,193619,241089,19.69,80.31,62.84,58645,235877,294522,19.91,80.09,64.72
2012,"TX-12",92546,177932,270478,34.22,65.78,33.78,140679,224482,365161,38.53,61.47,27.48
2012,"TX-13",40251,190839,231090,17.42,82.58,67.38,54002,219888,273890,19.72,80.28,65.1
2012,"TX-14",101228,153191,254419,39.79,60.21,22.64,124630,185961,310591,40.13,59.87,24.28
2012,"TX-15",104454,73689,178143,58.63,41.37,-15.04,119785,115317,235102,50.95,49.05,2.64000000000001
2012,"TX-16",130784,52334,183118,71.42,28.58,-40.62,160809,77473,238282,67.49,32.51,-30.44
2012,"TX-17",96180,139431,235611,40.82,59.18,20.58,137673,172363,310036,44.41,55.59,15.72
2012,"TX-18",157123,41009,198132,79.3,20.7,-56.38,189831,57668,247499,76.7,23.3,-48.86
2012,"TX-19",53519,165371,218890,24.45,75.55,53.32,71238,195512,266750,26.71,73.29,51.12
2012,"TX-20",132496,74431,206927,64.03,35.97,-25.84,177226,96587,273813,64.73,35.27,-24.92
2012,"TX-21",152443,188304,340747,44.74,55.26,12.74,220458,233073,453531,48.61,51.39,7.32000000000001
2012,"TX-22",135527,159712,295239,45.9,54.1,10.42,206113,210010,416123,49.53,50.47,5.48000000000001
2012,"TX-23",115135,107115,222250,51.8,48.2,-1.38000000000001,146601,152018,298619,49.09,50.91,6.36
2012,"TX-24",122783,140054,262837,46.71,53.29,8.8,180476,161593,342069,52.76,47.24,-0.97999999999999
2012,"TX-25",125938,172482,298420,42.2,57.8,17.82,177797,216273,394070,45.12,54.88,14.3
2012,"TX-26",109582,194090,303672,36.09,63.91,30.04,186033,248256,434289,42.84,57.16,18.86
2012,"TX-27",85589,140787,226376,37.81,62.19,26.6,104511,170800,275311,37.96,62.04,28.62
2012,"TX-28",109946,72471,182417,60.27,39.73,-18.32,125757,115144,240901,52.2,47.8,0.140000000000001
2012,"TX-29",95007,34000,129007,73.64,26.36,-45.06,106202,52923,159125,66.74,33.26,-28.94
2012,"TX-30",174535,40336,214871,81.23,18.77,-60.24,212385,50276,262661,80.86,19.14,-57.18
2012,"TX-31",117172,153809,270981,43.24,56.76,15.74,192580,204077,396657,48.55,51.45,7.44
2012,"TX-32",134884,129696,264580,50.98,49.02,0.259999999999998,187906,151938,339844,55.29,44.71,-6.03999999999998
2012,"TX-33",94552,30812,125364,75.42,24.58,-48.62,117387,41233,158620,74.01,25.99,-43.48
2012,"TX-34",101796,64768,166564,61.12,38.88,-20.02,106838,98533,205371,52.02,47.98,0.500000000000014
2012,"TX-35",128576,61142,189718,67.77,32.23,-33.32,188137,84590,272727,68.98,31.02,-33.42
2012,"TX-36",64225,183175,247400,25.96,74.04,50.3,82881,221600,304481,27.22,72.78,50.1
2014,"TX-01",66389,189604,255993,25.93,74.07,50.36,83229,218700,301929,27.57,72.43,49.4
2014,"TX-02",119620,145501,265121,45.12,54.88,11.98,170369,174935,345304,49.34,50.66,5.86000000000001
2014,"TX-03",129384,174561,303945,42.57,57.43,17.08,209859,214359,424218,49.47,50.53,5.6
2014,"TX-04",60841,210584,271425,22.42,77.58,57.38,84675,258439,343114,24.68,75.32,55.18
2014,"TX-05",79769,145848,225617,35.36,64.64,31.5,107505,172398,279903,38.41,61.59,27.72
2014,"TX-06",115273,148944,264217,43.63,56.37,14.96,164749,175100,339849,48.48,51.52,7.58
2014,"TX-07",124758,121249,246007,50.71,49.29,0.799999999999997,170117,143238,313355,54.29,45.71,-4.04
2014,"TX-08",70549,214642,285191,24.74,75.26,52.74,109315,274266,383581,28.5,71.5,47.54
2014,"TX-09",151577,34463,186040,81.48,18.52,-60.74,178935,54958,233893,76.5,23.5,-48.46
2014,"TX-10",135986,164877,300863,45.2,54.8,11.82,203978,210730,414708,49.19,50.81,6.16000000000001
2014,"TX-11",47470,193619,241089,19.69,80.31,62.84,58645,235877,294522,19.91,80.09,64.72
2014,"TX-12",92546,177932,270478,34.22,65.78,33.78,140679,224482,365161,38.53,61.47,27.48
2014,"TX-13",40251,190839,231090,17.42,82.58,67.38,54002,219888,273890,19.72,80.28,65.1
2014,"TX-14",101228,153191,254419,39.79,60.21,22.64,124630,185961,310591,40.13,59.87,24.28
2014,"TX-15",104461,73691,178152,58.64,41.36,-15.06,119792,115322,235114,50.95,49.05,2.64000000000001
2014,"TX-16",130784,52334,183118,71.42,28.58,-40.62,160809,77473,238282,67.49,32.51,-30.44
2014,"TX-17",96180,139431,235611,40.82,59.18,20.58,137673,172363,310036,44.41,55.59,15.72
2014,"TX-18",157123,41009,198132,79.3,20.7,-56.38,189831,57668,247499,76.7,23.3,-48.86
2014,"TX-19",53519,165371,218890,24.45,75.55,53.32,71238,195512,266750,26.71,73.29,51.12
2014,"TX-20",132496,74431,206927,64.03,35.97,-25.84,177226,96587,273813,64.73,35.27,-24.92
2014,"TX-21",152443,188304,340747,44.74,55.26,12.74,220458,233073,453531,48.61,51.39,7.32000000000001
2014,"TX-22",135527,159712,295239,45.9,54.1,10.42,206114,210010,416124,49.53,50.47,5.48000000000001
2014,"TX-23",115135,107115,222250,51.8,48.2,-1.38000000000001,146601,152018,298619,49.09,50.91,6.36
2014,"TX-24",122783,140054,262837,46.71,53.29,8.8,180476,161593,342069,52.76,47.24,-0.97999999999999
2014,"TX-25",125938,172482,298420,42.2,57.8,17.82,177797,216273,394070,45.12,54.88,14.3
2014,"TX-26",109582,194090,303672,36.09,63.91,30.04,186033,248256,434289,42.84,57.16,18.86
2014,"TX-27",85589,140787,226376,37.81,62.19,26.6,104511,170800,275311,37.96,62.04,28.62
2014,"TX-28",109939,72469,182408,60.27,39.73,-18.32,125750,115139,240889,52.2,47.8,0.140000000000001
2014,"TX-29",95007,34000,129007,73.64,26.36,-45.06,106202,52923,159125,66.74,33.26,-28.94
2014,"TX-30",174535,40336,214871,81.23,18.77,-60.24,212385,50276,262661,80.86,19.14,-57.18
2014,"TX-31",117149,153793,270942,43.24,56.76,15.74,192549,204060,396609,48.55,51.45,7.44
2014,"TX-32",134884,129696,264580,50.98,49.02,0.259999999999998,187906,151938,339844,55.29,44.71,-6.03999999999998
2014,"TX-33",94552,30812,125364,75.42,24.58,-48.62,117387,41233,158620,74.01,25.99,-43.48
2014,"TX-34",101796,64768,166564,61.12,38.88,-20.02,106838,98533,205371,52.02,47.98,0.500000000000014
2014,"TX-35",128576,61142,189718,67.77,32.23,-33.32,188137,84590,272727,68.98,31.02,-33.42
2014,"TX-36",64225,183175,247400,25.96,74.04,50.3,82881,221600,304481,27.22,72.78,50.1
2016,"TX-01",66389,189604,255993,25.93,74.07,50.36,83229,218700,301929,27.57,72.43,49.4
2016,"TX-02",119615,145497,265112,45.12,54.88,11.98,170362,174931,345293,49.34,50.66,5.86000000000001
2016,"TX-03",129384,174561,303945,42.57,57.43,17.08,209859,214359,424218,49.47,50.53,5.6
2016,"TX-04",60841,210584,271425,22.42,77.58,57.38,84675,258439,343114,24.68,75.32,55.18
2016,"TX-05",79769,145848,225617,35.36,64.64,31.5,107505,172398,279903,38.41,61.59,27.72
2016,"TX-06",115255,148911,264166,43.63,56.37,14.96,164733,175069,339802,48.48,51.52,7.58
2016,"TX-07",124732,121229,245961,50.71,49.29,0.799999999999997,170081,143208,313289,54.29,45.71,-4.04
2016,"TX-08",70554,214646,285200,24.74,75.26,52.74,109322,274270,383592,28.5,71.5,47.54
2016,"TX-09",151577,34463,186040,81.48,18.52,-60.74,178935,54958,233893,76.5,23.5,-48.46
2016,"TX-10",136012,164894,300906,45.2,54.8,11.82,204016,210758,414774,49.19,50.81,6.16000000000001
2016,"TX-11",47470,193619,241089,19.69,80.31,62.84,58645,235877,294522,19.91,80.09,64.72
2016,"TX-12",92545,177931,270476,34.22,65.78,33.78,140678,224481,365159,38.53,61.47,27.48
2016,"TX-13",40251,190839,231090,17.42,82.58,67.38,54002,219888,273890,19.72,80.28,65.1
2016,"TX-14",101228,153191,254419,39.79,60.21,22.64,124630,185961,310591,40.13,59.87,24.28
2016,"TX-15",104461,73691,178152,58.64,41.36,-15.06,119792,115322,235114,50.95,49.05,2.64000000000001
2016,"TX-16",130784,52334,183118,71.42,28.58,-40.62,160809,77473,238282,67.49,32.51,-30.44
2016,"TX-17",96180,139431,235611,40.82,59.18,20.58,137673,172363,310036,44.41,55.59,15.72
2016,"TX-18",157123,41009,198132,79.3,20.7,-56.38,189831,57668,247499,76.7,23.3,-48.86
2016,"TX-19",53519,165371,218890,24.45,75.55,53.32,71238,195512,266750,26.71,73.29,51.12
2016,"TX-20",132496,74431,206927,64.03,35.97,-25.84,177226,96587,273813,64.73,35.27,-24.92
2016,"TX-21",152450,188307,340757,44.74,55.26,12.74,220467,233077,453544,48.61,51.39,7.32000000000001
2016,"TX-22",135527,159712,295239,45.9,54.1,10.42,206114,210010,416124,49.53,50.47,5.48000000000001
2016,"TX-23",115135,107115,222250,51.8,48.2,-1.38000000000001,146601,152018,298619,49.09,50.91,6.36
2016,"TX-24",122781,140054,262835,46.71,53.29,8.8,180464,161575,342039,52.76,47.24,-0.97999999999999
2016,"TX-25",125945,172489,298434,42.2,57.8,17.82,177806,216281,394087,45.12,54.88,14.3
2016,"TX-26",109584,194090,303674,36.09,63.91,30.04,186045,248274,434319,42.84,57.16,18.86
2016,"TX-27",85589,140787,226376,37.81,62.19,26.6,104511,170800,275311,37.96,62.04,28.62
2016,"TX-28",109939,72469,182408,60.27,39.73,-18.32,125750,115139,240889,52.2,47.8,0.140000000000001
2016,"TX-29",94998,33997,128995,73.64,26.36,-45.06,106193,52918,159111,66.74,33.26,-28.94
2016,"TX-30",174535,40336,214871,81.23,18.77,-60.24,212385,50276,262661,80.86,19.14,-57.18
2016,"TX-31",117149,153793,270942,43.24,56.76,15.74,192549,204060,396609,48.55,51.45,7.44
2016,"TX-32",134884,129696,264580,50.98,49.02,0.259999999999998,187906,151938,339844,55.29,44.71,-6.03999999999998
2016,"TX-33",94570,30844,125414,75.41,24.59,-48.6,117403,41262,158665,73.99,26.01,-43.44
2016,"TX-34",101796,64768,166564,61.12,38.88,-20.02,106838,98533,205371,52.02,47.98,0.500000000000014
2016,"TX-35",128563,61137,189700,67.77,32.23,-33.32,188118,84583,272701,68.98,31.02,-33.42
2016,"TX-36",64234,183178,247412,25.96,74.04,50.3,82890,221605,304495,27.22,72.78,50.1
2018,"TX-01",66389,189604,255993,25.93,74.07,50.36,83229,218700,301929,27.57,72.43,49.4
2018,"TX-02",119617,145500,265117,45.12,54.88,11.98,170366,174936,345302,49.34,50.66,5.86000000000001
2018,"TX-03",129390,174571,303961,42.57,57.43,17.08,209868,214369,424237,49.47,50.53,5.6
2018,"TX-04",60841,210584,271425,22.42,77.58,57.38,84675,258439,343114,24.68,75.32,55.18
2018,"TX-05",79822,145891,225713,35.36,64.64,31.5,107555,172442,279997,38.41,61.59,27.72
2018,"TX-06",115261,148908,264169,43.63,56.37,14.96,164741,175066,339807,48.48,51.52,7.58
2018,"TX-07",124730,121226,245956,50.71,49.29,0.799999999999997,170077,143203,313280,54.29,45.71,-4.04
2018,"TX-08",70554,214646,285200,24.74,75.26,52.74,109322,274270,383592,28.5,71.5,47.54
2018,"TX-09",151505,34472,185977,81.46,18.54,-60.7,178863,54968,233831,76.49,23.51,-48.44
2018,"TX-10",136003,164891,300894,45.2,54.8,11.82,204005,210755,414760,49.19,50.81,6.16000000000001
2018,"TX-11",47470,193619,241089,19.69,80.31,62.84,58645,235877,294522,19.91,80.09,64.72
2018,"TX-12",92526,177854,270380,34.22,65.78,33.78,140651,224391,365042,38.53,61.47,27.48
2018,"TX-13",40268,190914,231182,17.42,82.58,67.38,54027,219975,274002,19.72,80.28,65.1
2018,"TX-14",101228,153191,254419,39.79,60.21,22.64,124630,185961,310591,40.13,59.87,24.28
2018,"TX-15",104461,73691,178152,58.64,41.36,-15.06,119792,115322,235114,50.95,49.05,2.64000000000001
2018,"TX-16",130784,52334,183118,71.42,28.58,-40.62,160809,77473,238282,67.49,32.51,-30.44
2018,"TX-17",96179,139428,235607,40.82,59.18,20.58,137671,172360,310031,44.41,55.59,15.72
2018,"TX-18",157132,41012,198144,79.3,20.7,-56.38,189840,57673,247513,76.7,23.3,-48.86
2018,"TX-19",53519,165371,218890,24.45,75.55,53.32,71238,195512,266750,26.71,73.29,51.12
2018,"TX-20",132496,74431,206927,64.03,35.97,-25.84,177226,96587,273813,64.73,35.27,-24.92
2018,"TX-21",152466,188319,340785,44.74,55.26,12.74,220481,233090,453571,48.61,51.39,7.32000000000001
2018,"TX-22",135599,159703,295302,45.92,54.08,10.38,206186,210000,416186,49.54,50.46,5.46000000000002
2018,"TX-23",115135,107115,222250,51.8,48.2,-1.38000000000001,146601,152018,298619,49.09,50.91,6.36
2018,"TX-24",122770,140046,262816,46.71,53.29,8.8,180448,161565,342013,52.76,47.24,-0.97999999999999
2018,"TX-25",125914,172476,298390,42.2,57.8,17.82,177771,216266,394037,45.12,54.88,14.3
2018,"TX-26",109595,194098,303693,36.09,63.91,30.04,186061,248284,434345,42.84,57.16,18.86
2018,"TX-27",85589,140787,226376,37.81,62.19,26.6,104511,170800,275311,37.96,62.04,28.62
2018,"TX-28",109939,72469,182408,60.27,39.73,-18.32,125750,115139,240889,52.2,47.8,0.140000000000001
2018,"TX-29",94989,33994,128983,73.64,26.36,-45.06,106184,52913,159097,66.74,33.26,-28.94
2018,"TX-30",174531,40334,214865,81.23,18.77,-60.24,212381,50273,262654,80.86,19.14,-57.18
2018,"TX-31",117160,153799,270959,43.24,56.76,15.74,192564,204067,396631,48.55,51.45,7.44
2018,"TX-32",134829,129645,264474,50.98,49.02,0.259999999999998,187851,151887,339738,55.29,44.71,-6.03999999999998
2018,"TX-33",94566,30849,125415,75.4,24.6,-48.58,117397,41268,158665,73.99,26.01,-43.44
2018,"TX-34",101796,64768,166564,61.12,38.88,-20.02,106838,98533,205371,52.02,47.98,0.500000000000014
2018,"TX-35",128577,61138,189715,67.77,32.23,-33.32,188137,84584,272721,68.99,31.01,-33.44
2018,"TX-36",64234,183178,247412,25.96,74.04,50.3,82890,221605,304495,27.22,72.78,50.1
2020,"TX-01",66389,189604,255993,25.93,74.07,50.36,83229,218700,301929,27.57,72.43,49.4
2020,"TX-02",119613,145512,265125,45.12,54.88,11.98,170368,174958,345326,49.34,50.66,5.86000000000001
2020,"TX-03",129417,174594,304011,42.57,57.43,17.08,209904,214392,424296,49.47,50.53,5.6
2020,"TX-04",60864,210622,271486,22.42,77.58,57.38,84715,258488,343203,24.68,75.32,55.18
2020,"TX-05",79769,145848,225617,35.36,64.64,31.5,107505,172398,279903,38.41,61.59,27.72
2020,"TX-06",115233,148911,264144,43.63,56.37,14.96,164696,175073,339769,48.47,51.53,7.60000000000001
2020,"TX-07",124731,121221,245952,50.71,49.29,0.799999999999997,170075,143200,313275,54.29,45.71,-4.04
2020,"TX-08",70529,214593,285122,24.74,75.26,52.74,109283,274205,383488,28.5,71.5,47.54
2020,"TX-09",151499,34482,185981,81.46,18.54,-60.7,178857,54978,233835,76.49,23.51,-48.44
2020,"TX-10",135979,164881,300860,45.2,54.8,11.82,203969,210722,414691,49.19,50.81,6.16000000000001
2020,"TX-11",47470,193619,241089,19.69,80.31,62.84,58645,235877,294522,19.91,80.09,64.72
2020,"TX-12",92550,177926,270476,34.22,65.78,33.78,140683,224466,365149,38.53,61.47,27.48
2020,"TX-13",40261,190884,231145,17.42,82.58,67.38,54017,219940,273957,19.72,80.28,65.1
2020,"TX-14",101238,153216,254454,39.79,60.21,22.64,124632,185966,310598,40.13,59.87,24.28
2020,"TX-15",104475,73715,178190,58.63,41.37,-15.04,119804,115338,235142,50.95,49.05,2.64000000000001
2020,"TX-16",130777,52324,183101,71.42,28.58,-40.62,160801,77464,238265,67.49,32.51,-30.44
2020,"TX-17",96121,139399,235520,40.81,59.19,20.6,137579,172318,309897,44.4,55.6,15.74
2020,"TX-18",157160,41023,198183,79.3,20.7,-56.38,189875,57687,247562,76.7,23.3,-48.86
2020,"TX-19",53519,165371,218890,24.45,75.55,53.32,71238,195512,266750,26.71,73.29,51.12
2020,"TX-20",132496,74431,206927,64.03,35.97,-25.84,177226,96587,273813,64.73,35.27,-24.92
2020,"TX-21",152434,188298,340732,44.74,55.26,12.74,220446,233067,453513,48.61,51.39,7.32000000000001
2020,"TX-22",135626,159732,295358,45.92,54.08,10.38,206244,210067,416311,49.54,50.46,5.46000000000002
2020,"TX-23",115135,107115,222250,51.8,48.2,-1.38000000000001,146601,152018,298619,49.09,50.91,6.36
2020,"TX-24",122752,140038,262790,46.71,53.29,8.8,180449,161604,342053,52.75,47.25,-0.959999999999994
2020,"TX-25",125953,172482,298435,42.2,57.8,17.82,177812,216261,394073,45.12,54.88,14.3
2020,"TX-26",109563,194039,303602,36.09,63.91,30.04,185991,248179,434170,42.84,57.16,18.86
2020,"TX-27",85579,140776,226355,37.81,62.19,26.6,104498,170787,275285,37.96,62.04,28.62
2020,"TX-28",109942,72470,182412,60.27,39.73,-18.32,125753,115141,240894,52.2,47.8,0.140000000000001
2020,"TX-29",95008,33999,129007,73.65,26.35,-45.08,106208,52919,159127,66.74,33.26,-28.94
2020,"TX-30",174566,40365,214931,81.22,18.78,-60.22,212441,50311,262752,80.85,19.15,-57.16
2020,"TX-31",117202,153816,271018,43.25,56.75,15.72,192631,204103,396734,48.55,51.45,7.44
2020,"TX-32",134861,129651,264512,50.98,49.02,0.259999999999998,187867,151884,339751,55.3,44.7,-6.06
2020,"TX-33",94549,30818,125367,75.42,24.58,-48.62,117373,41235,158608,74,26,-43.46
2020,"TX-34",101796,64768,166564,61.12,38.88,-20.02,106838,98533,205371,52.02,47.98,0.500000000000014
2020,"TX-35",128556,61123,189679,67.78,32.22,-33.34,188115,84578,272693,68.98,31.02,-33.42
2020,"TX-36",64230,183174,247404,25.96,74.04,50.3,82883,221597,304480,27.22,72.78,50.1
2022,"TX-01",69507,204217,273724,25.39,74.61,51.44,85532,233359,318891,26.82,73.18,50.9
2022,"TX-02",79373,158447,237820,33.38,66.62,35.46,121675,194533,316208,38.48,61.52,27.58
2022,"TX-03",91935,162234,254169,36.17,63.83,29.88,151921,203917,355838,42.69,57.31,19.16
2022,"TX-04",81670,174192,255862,31.92,68.08,38.38,126552,217606,344158,36.77,63.23,31
2022,"TX-05",81844,152091,233935,34.99,65.01,32.24,113698,180952,294650,38.59,61.41,27.36
2022,"TX-06",73274,143535,216809,33.8,66.2,34.62,105489,172746,278235,37.91,62.09,28.72
2022,"TX-07",134415,70129,204544,65.71,34.29,-29.2,178648,95929,274577,65.06,34.94,-25.58
2022,"TX-08",73314,146338,219652,33.38,66.62,35.46,112218,197211,309429,36.27,63.73,32
2022,"TX-09",160296,41138,201434,79.58,20.42,-56.94,195566,58464,254030,76.99,23.01,-49.44
2022,"TX-10",89569,158973,248542,36.04,63.96,30.14,135178,199068,334246,40.44,59.56,23.66
2022,"TX-11",58400,151026,209426,27.89,72.11,46.44,77089,185388,262477,29.37,70.63,45.8
2022,"TX-12",86070,149936,236006,36.47,63.53,29.28,129995,188734,318729,40.79,59.21,22.96
2022,"TX-13",56250,187308,243558,23.1,76.9,56.02,78844,215131,293975,26.82,73.18,50.9
2022,"TX-14",89814,165523,255337,35.17,64.83,31.88,110223,200322,310545,35.49,64.51,33.56
2022,"TX-15",98353,74614,172967,56.86,43.14,-11.5,109103,115656,224759,48.54,51.46,7.46
2022,"TX-16",131203,50120,181323,72.36,27.64,-42.5,161715,75945,237660,68.04,31.96,-31.54
2022,"TX-17",81699,150516,232215,35.18,64.82,31.86,114202,182679,296881,38.47,61.53,27.6
2022,"TX-18",143113,42780,185893,76.99,23.01,-51.76,176472,59985,236457,74.63,25.37,-44.72
2022,"TX-19",55631,170909,226540,24.56,75.44,53.1,73236,202928,276164,26.52,73.48,51.5
2022,"TX-20",128153,63257,191410,66.95,33.05,-31.68,172204,85542,257746,66.81,33.19,-29.08
2022,"TX-21",107615,197438,305053,35.28,64.72,31.66,163933,246151,410084,39.98,60.02,24.58
2022,"TX-22",90550,151933,242483,37.34,62.66,27.54,138851,191615,330466,42.02,57.98,20.5
2022,"TX-23",107395,114756,222151,48.34,51.66,5.54,136469,156749,293218,46.54,53.46,11.46
